suite,strategy,display,rows,first_episode_success,all_episode_success,mean_first_counterexamples,mean_counterexamples,mean_steps,mean_repeated_loop,mean_final_prediction_error,mean_final_control_error,mean_patch_count,mean_guard_precision,mean_guard_recall,mean_false_block_rate
guard_scope,ccra_column_guard,CCRA column,300,0.0,0.0,1.0,0.2,1.89,0.0,0.008684863523573201,0.027089783281733747,1.0,0.07692307692307693,0.5111111111111112,0.9230769230769232
guard_scope,ccra_exact_guard,CCRA exact,300,1.0,1.0,1.0,0.2,32.2,0.0,0.0012406947890818859,0.01934984520123839,1.0,1.0,0.5111111111111112,0.0
guard_scope,ccra_region1_guard,CCRA radius 1,300,1.0,1.0,1.0,0.2,34.2,0.0,0.006038047973531844,0.047729618163054696,1.0,0.12592592592592594,0.5466666666666666,0.8740740740740741
guard_scope,ccra_region2_guard,CCRA radius 2,300,1.0,1.0,1.0,0.2,36.2,0.0,0.01586021505376344,0.07707688338493292,1.0,0.048666666666666664,0.5677777777777778,0.9513333333333333
guard_scope,ccra_row_guard,CCRA row,300,1.0,1.0,1.0,0.2,32.2,0.0,0.016749379652605458,0.2612229102167183,1.0,0.1,1.0,0.9
guard_scope,global_action_repair,Global action,300,0.0,0.0,3.0,0.6,2.29,0.0,0.2400744416873449,0.4934210526315789,1.0,0.007692307692307692,1.0,0.9923076923076922
nonstationary_retirement,ccra_exact_guard,CCRA exact,960,1.0,1.0,1.0,0.1625,32.1625,0.0,0.0016413358147229116,0.02559823271413829,1.1875,0.6302083333333334,0.4149305555555555,0.3697916666666667
nonstationary_retirement,ccra_exact_oracle_retire,CCRA oracle retire,960,1.0,1.0,1.0,0.18541666666666667,31.76875,0.0,0.0013117762613730356,0.02045843008255934,0.8854166666666666,1.0,0.453125,0.0
nonstationary_retirement,ccra_exact_ttl2,CCRA exact TTL2,960,1.0,1.0,1.0,0.3958333333333333,31.979166666666668,0.0,0.0013699338296112489,0.021365454076367394,0.7916666666666666,1.0,0.4375,0.0
nonstationary_retirement,ccra_exact_ttl4,CCRA exact TTL4,960,1.0,1.0,1.0,0.22708333333333333,31.89375,0.0,0.0014242142266335815,0.02221200980392157,0.8708333333333333,0.9260416666666667,0.43298611111111107,0.07395833333333333
nonstationary_retirement,nominal_no_repair,Nominal,960,0.0,0.20833333333333334,212.0,168.1875,180.41666666666666,0.7916666666666666,0.0018610421836228288,0.029024767801857584,0.0,1.0,0.20833333333333334,0.0
nonstationary_retirement,oracle_fault_model,Oracle,960,1.0,1.0,0.0,0.0,31.583333333333332,0.0,0.0,0.0,0.0,1.0,1.0,0.0
planner_exploitation_stress,batch_episode_retrain,Batch episode,600,0.0,0.8,252.33333333333334,50.46666666666667,79.73333333333333,0.2,0.0019478916145582814,0.029607811145808287,0.8,1.0,0.3055555555555556,0.0
planner_exploitation_stress,ccra_exact_guard,CCRA exact,600,1.0,1.0,1.0,0.2,34.86666666666667,0.0,0.0018077601410934744,0.027514437659329486,1.0,1.0,0.3819444444444444,0.0
planner_exploitation_stress,ccra_row_guard,CCRA row,600,1.0,1.0,1.0,0.2,34.86666666666667,0.0,0.017497995831329164,0.2640916520684644,1.0,0.12633689839572193,1.0,0.8736631016042782
planner_exploitation_stress,global_action_repair,Global action,600,0.0,0.0,3.0,0.6,2.1333333333333333,0.0,0.23929052429052428,0.49582366342444695,1.0,0.010383244206773617,1.0,0.9896167557932264
planner_exploitation_stress,nominal_no_repair,Nominal,600,0.0,0.0,252.33333333333334,252.33333333333334,260.0,1.0,0.0025084175084175084,0.037981305091723504,0.0,1.0,0.0,0.0
planner_exploitation_stress,oracle_fault_model,Oracle,600,1.0,1.0,0.0,0.0,34.666666666666664,0.0,0.0,0.0,0.0,1.0,1.0,0.0
planner_exploitation_stress,shield_only,Shield only,600,0.0,0.0,252.33333333333334,252.33333333333334,260.0,1.0,0.0025084175084175084,0.037981305091723504,1.0,1.0,0.0,0.0
planner_exploitation_stress,threshold_8,Threshold 8,600,1.0,1.0,8.0,1.6,36.266666666666666,0.0,0.0018077601410934744,0.027514437659329486,1.0,1.0,0.3819444444444444,0.0
planner_exploitation_stress,uncertainty_cost_avoidance,Cost avoidance,600,1.0,1.0,1.0,0.2,34.86666666666667,0.0,0.0025084175084175084,0.037981305091723504,1.0,1.0,0.0,0.0
prediction_loss_decoupling,batch_episode_retrain,Batch episode,500,0.0,0.466,170.99,88.582,111.052,0.534,0.02236236559139785,0.031212570621468927,1.406,1.0,0.13211748748343144,0.0
prediction_loss_decoupling,ccra_exact_guard,CCRA exact,500,1.0,1.0,2.72,0.642,33.55,0.0,0.02144516129032258,0.025322033898305087,3.112,1.0,0.1890412342813189,0.0
prediction_loss_decoupling,ccra_row_guard,CCRA row,500,0.97,0.76,3.58,1.434,30.176,0.0,0.085352688172043,0.3332104519774011,6.068,0.1185133633033633,0.6482483465767442,0.8814866366966366
prediction_loss_decoupling,global_action_repair,Global action,500,0.0,0.0,3.0,0.6,2.402,0.0,0.21881720430107526,0.4575,1.0,0.09555555555555556,1.0,0.9044444444444445
prediction_loss_decoupling,nominal_no_repair,Nominal,500,0.0,0.0,170.99,170.99,180.0,1.0,0.023118279569892475,0.04038135593220339,0.0,1.0,0.0,0.0
prediction_loss_decoupling,oracle_fault_model,Oracle,500,1.0,1.0,0.0,0.0,32.74,0.0,0.0,0.0,0.0,1.0,1.0,0.0
prediction_loss_decoupling,shield_only,Shield only,500,0.0,0.0,170.99,170.99,180.0,1.0,0.023118279569892475,0.04038135593220339,1.0,1.0,0.0,0.0
prediction_loss_decoupling,threshold_8,Threshold 8,500,1.0,1.0,21.76,5.136,38.044,0.0,0.02144516129032258,0.025322033898305087,3.112,1.0,0.1890412342813189,0.0
prediction_loss_decoupling,uncertainty_cost_avoidance,Cost avoidance,500,1.0,1.0,2.72,0.642,33.55,0.0,0.023118279569892475,0.04038135593220339,3.112,1.0,0.0,0.0
stochastic_contradictions,ccra_exact_guard,CCRA exact,800,1.0,1.0,0.79,0.16625,32.00875,0.0,0.0009315291563275435,0.0145281056501548,1.1375,1.0,0.37916666666666665,0.0
stochastic_contradictions,nominal_no_repair,Nominal,800,0.26,0.25875,155.25,154.84125,170.8375,0.74125,0.000967741935483871,0.015092879256965943,0.0,1.0,0.0,0.0
stochastic_contradictions,oracle_fault_model,Oracle,800,1.0,1.0,0.0,0.0,32.0,0.0,0.0008933002481389578,0.013931888544891642,0.0,1.0,1.0,0.0
stochastic_contradictions,threshold_2,Threshold 2,800,1.0,1.0,1.29,0.3725,31.92,0.0,0.0008371588089330025,0.013056308049535604,1.02,1.0,0.34,0.0
stochastic_contradictions,threshold_4,Threshold 4,800,1.0,1.0,2.45,0.72375,31.95875,0.0,0.0007827233250620348,0.012207333591331271,0.7925,1.0,0.26416666666666666,0.0
stochastic_contradictions,threshold_8,Threshold 8,800,1.0,1.0,4.2,1.2825,32.2025,0.0,0.0007634150124069479,0.011906201625386996,0.55375,1.0,0.18458333333333332,0.0
stochastic_contradictions,uncertainty_cost_avoidance,Cost avoidance,800,1.0,1.0,0.78,0.1875,32.0175,0.0,0.000967741935483871,0.015092879256965943,1.2575,1.0,0.0,0.0
threshold_delay,threshold_1,Threshold 1,300,1.0,1.0,1.0,0.2,32.2,0.0,0.0012406947890818859,0.01934984520123839,1.0,1.0,0.5111111111111112,0.0
threshold_delay,threshold_16,Threshold 16,300,1.0,1.0,16.0,3.2,35.2,0.0,0.0012406947890818859,0.01934984520123839,1.0,1.0,0.5111111111111112,0.0
threshold_delay,threshold_2,Threshold 2,300,1.0,1.0,2.0,0.4,32.4,0.0,0.0012406947890818859,0.01934984520123839,1.0,1.0,0.5111111111111112,0.0
threshold_delay,threshold_32,Threshold 32,300,1.0,1.0,32.0,6.4,38.4,0.0,0.0012406947890818859,0.01934984520123839,1.0,1.0,0.5111111111111112,0.0
threshold_delay,threshold_4,Threshold 4,300,1.0,1.0,4.0,0.8,32.8,0.0,0.0012406947890818859,0.01934984520123839,1.0,1.0,0.5111111111111112,0.0
threshold_delay,threshold_8,Threshold 8,300,1.0,1.0,8.0,1.6,33.6,0.0,0.0012406947890818859,0.01934984520123839,1.0,1.0,0.5111111111111112,0.0
