seed,strategy,episode,success,steps,mismatches,replans,fault_edges,initial_prediction_error
16,nominal_no_repair,1,0,120,112,120,2,0.003703703703703704
16,nominal_no_repair,2,0,120,112,120,2,0.003703703703703704
16,nominal_no_repair,3,0,120,112,120,2,0.003703703703703704
16,nominal_no_repair,4,0,120,112,120,2,0.003703703703703704
17,nominal_no_repair,0,0,120,111,120,3,0.005555555555555556
17,nominal_no_repair,1,0,120,111,120,3,0.005555555555555556
17,nominal_no_repair,2,0,120,111,120,3,0.005555555555555556
17,nominal_no_repair,3,0,120,111,120,3,0.005555555555555556
17,nominal_no_repair,4,0,120,111,120,3,0.005555555555555556
18,nominal_no_repair,0,0,120,115,120,1,0.001851851851851852
18,nominal_no_repair,1,0,120,115,120,1,0.001851851851851852
18,nominal_no_repair,2,0,120,115,120,1,0.001851851851851852
18,nominal_no_repair,3,0,120,115,120,1,0.001851851851851852
18,nominal_no_repair,4,0,120,115,120,1,0.001851851851851852
19,nominal_no_repair,0,0,120,117,120,2,0.003703703703703704
19,nominal_no_repair,1,0,120,117,120,2,0.003703703703703704
19,nominal_no_repair,2,0,120,117,120,2,0.003703703703703704
19,nominal_no_repair,3,0,120,117,120,2,0.003703703703703704
19,nominal_no_repair,4,0,120,117,120,2,0.003703703703703704
20,nominal_no_repair,0,0,120,115,120,3,0.005555555555555556
20,nominal_no_repair,1,0,120,115,120,3,0.005555555555555556
20,nominal_no_repair,2,0,120,115,120,3,0.005555555555555556
20,nominal_no_repair,3,0,120,115,120,3,0.005555555555555556
20,nominal_no_repair,4,0,120,115,120,3,0.005555555555555556
21,nominal_no_repair,0,0,120,115,120,1,0.001851851851851852
21,nominal_no_repair,1,0,120,115,120,1,0.001851851851851852
21,nominal_no_repair,2,0,120,115,120,1,0.001851851851851852
21,nominal_no_repair,3,0,120,115,120,1,0.001851851851851852
21,nominal_no_repair,4,0,120,115,120,1,0.001851851851851852
22,nominal_no_repair,0,0,120,115,120,2,0.003703703703703704
22,nominal_no_repair,1,0,120,115,120,2,0.003703703703703704
22,nominal_no_repair,2,0,120,115,120,2,0.003703703703703704
22,nominal_no_repair,3,0,120,115,120,2,0.003703703703703704
22,nominal_no_repair,4,0,120,115,120,2,0.003703703703703704
23,nominal_no_repair,0,0,120,117,120,3,0.005555555555555556
23,nominal_no_repair,1,0,120,117,120,3,0.005555555555555556
23,nominal_no_repair,2,0,120,117,120,3,0.005555555555555556
23,nominal_no_repair,3,0,120,117,120,3,0.005555555555555556
23,nominal_no_repair,4,0,120,117,120,3,0.005555555555555556
24,nominal_no_repair,0,0,120,111,120,1,0.001851851851851852
24,nominal_no_repair,1,0,120,111,120,1,0.001851851851851852
24,nominal_no_repair,2,0,120,111,120,1,0.001851851851851852
24,nominal_no_repair,3,0,120,111,120,1,0.001851851851851852
24,nominal_no_repair,4,0,120,111,120,1,0.001851851851851852
25,nominal_no_repair,0,0,120,117,120,2,0.003703703703703704
25,nominal_no_repair,1,0,120,117,120,2,0.003703703703703704
25,nominal_no_repair,2,0,120,117,120,2,0.003703703703703704
25,nominal_no_repair,3,0,120,117,120,2,0.003703703703703704
25,nominal_no_repair,4,0,120,117,120,2,0.003703703703703704
26,nominal_no_repair,0,0,120,114,120,3,0.005555555555555556
26,nominal_no_repair,1,0,120,114,120,3,0.005555555555555556
26,nominal_no_repair,2,0,120,114,120,3,0.005555555555555556
26,nominal_no_repair,3,0,120,114,120,3,0.005555555555555556
26,nominal_no_repair,4,0,120,114,120,3,0.005555555555555556
27,nominal_no_repair,0,0,120,110,120,1,0.001851851851851852
27,nominal_no_repair,1,0,120,110,120,1,0.001851851851851852
27,nominal_no_repair,2,0,120,110,120,1,0.001851851851851852
27,nominal_no_repair,3,0,120,110,120,1,0.001851851851851852
27,nominal_no_repair,4,0,120,110,120,1,0.001851851851851852
28,nominal_no_repair,0,0,120,116,120,2,0.003703703703703704
28,nominal_no_repair,1,0,120,116,120,2,0.003703703703703704
28,nominal_no_repair,2,0,120,116,120,2,0.003703703703703704
28,nominal_no_repair,3,0,120,116,120,2,0.003703703703703704
28,nominal_no_repair,4,0,120,116,120,2,0.003703703703703704
29,nominal_no_repair,0,0,120,116,120,3,0.005555555555555556
29,nominal_no_repair,1,0,120,116,120,3,0.005555555555555556
29,nominal_no_repair,2,0,120,116,120,3,0.005555555555555556
29,nominal_no_repair,3,0,120,116,120,3,0.005555555555555556
29,nominal_no_repair,4,0,120,116,120,3,0.005555555555555556
30,nominal_no_repair,0,0,120,109,120,1,0.001851851851851852
30,nominal_no_repair,1,0,120,109,120,1,0.001851851851851852
30,nominal_no_repair,2,0,120,109,120,1,0.001851851851851852
30,nominal_no_repair,3,0,120,109,120,1,0.001851851851851852
30,nominal_no_repair,4,0,120,109,120,1,0.001851851851851852
31,nominal_no_repair,0,0,120,117,120,2,0.003703703703703704
31,nominal_no_repair,1,0,120,117,120,2,0.003703703703703704
31,nominal_no_repair,2,0,120,117,120,2,0.003703703703703704
31,nominal_no_repair,3,0,120,117,120,2,0.003703703703703704
31,nominal_no_repair,4,0,120,117,120,2,0.003703703703703704
32,nominal_no_repair,0,0,120,116,120,3,0.005555555555555556
32,nominal_no_repair,1,0,120,116,120,3,0.005555555555555556
32,nominal_no_repair,2,0,120,116,120,3,0.005555555555555556
32,nominal_no_repair,3,0,120,116,120,3,0.005555555555555556
32,nominal_no_repair,4,0,120,116,120,3,0.005555555555555556
33,nominal_no_repair,0,0,120,115,120,1,0.001851851851851852
33,nominal_no_repair,1,0,120,115,120,1,0.001851851851851852
33,nominal_no_repair,2,0,120,115,120,1,0.001851851851851852
33,nominal_no_repair,3,0,120,115,120,1,0.001851851851851852
33,nominal_no_repair,4,0,120,115,120,1,0.001851851851851852
34,nominal_no_repair,0,0,120,112,120,2,0.003703703703703704
34,nominal_no_repair,1,0,120,112,120,2,0.003703703703703704
34,nominal_no_repair,2,0,120,112,120,2,0.003703703703703704
34,nominal_no_repair,3,0,120,112,120,2,0.003703703703703704
34,nominal_no_repair,4,0,120,112,120,2,0.003703703703703704
35,nominal_no_repair,0,0,120,112,120,3,0.005555555555555556
35,nominal_no_repair,1,0,120,112,120,3,0.005555555555555556
35,nominal_no_repair,2,0,120,112,120,3,0.005555555555555556
35,nominal_no_repair,3,0,120,112,120,3,0.005555555555555556
35,nominal_no_repair,4,0,120,112,120,3,0.005555555555555556
36,nominal_no_repair,0,0,120,112,120,1,0.001851851851851852
36,nominal_no_repair,1,0,120,112,120,1,0.001851851851851852
36,nominal_no_repair,2,0,120,112,120,1,0.001851851851851852
36,nominal_no_repair,3,0,120,112,120,1,0.001851851851851852
36,nominal_no_repair,4,0,120,112,120,1,0.001851851851851852
37,nominal_no_repair,0,0,120,117,120,2,0.003703703703703704
37,nominal_no_repair,1,0,120,117,120,2,0.003703703703703704
37,nominal_no_repair,2,0,120,117,120,2,0.003703703703703704
37,nominal_no_repair,3,0,120,117,120,2,0.003703703703703704
37,nominal_no_repair,4,0,120,117,120,2,0.003703703703703704
38,nominal_no_repair,0,0,120,111,120,3,0.005555555555555556
38,nominal_no_repair,1,0,120,111,120,3,0.005555555555555556
38,nominal_no_repair,2,0,120,111,120,3,0.005555555555555556
38,nominal_no_repair,3,0,120,111,120,3,0.005555555555555556
38,nominal_no_repair,4,0,120,111,120,3,0.005555555555555556
39,nominal_no_repair,0,0,120,114,120,1,0.001851851851851852
39,nominal_no_repair,1,0,120,114,120,1,0.001851851851851852
39,nominal_no_repair,2,0,120,114,120,1,0.001851851851851852
39,nominal_no_repair,3,0,120,114,120,1,0.001851851851851852
39,nominal_no_repair,4,0,120,114,120,1,0.001851851851851852
40,nominal_no_repair,0,0,120,117,120,2,0.003703703703703704
40,nominal_no_repair,1,0,120,117,120,2,0.003703703703703704
40,nominal_no_repair,2,0,120,117,120,2,0.003703703703703704
40,nominal_no_repair,3,0,120,117,120,2,0.003703703703703704
40,nominal_no_repair,4,0,120,117,120,2,0.003703703703703704
41,nominal_no_repair,0,0,120,116,120,3,0.005555555555555556
41,nominal_no_repair,1,0,120,116,120,3,0.005555555555555556
41,nominal_no_repair,2,0,120,116,120,3,0.005555555555555556
41,nominal_no_repair,3,0,120,116,120,3,0.005555555555555556
41,nominal_no_repair,4,0,120,116,120,3,0.005555555555555556
42,nominal_no_repair,0,0,120,116,120,1,0.001851851851851852
42,nominal_no_repair,1,0,120,116,120,1,0.001851851851851852
42,nominal_no_repair,2,0,120,116,120,1,0.001851851851851852
42,nominal_no_repair,3,0,120,116,120,1,0.001851851851851852
42,nominal_no_repair,4,0,120,116,120,1,0.001851851851851852
43,nominal_no_repair,0,0,120,117,120,2,0.003703703703703704
43,nominal_no_repair,1,0,120,117,120,2,0.003703703703703704
43,nominal_no_repair,2,0,120,117,120,2,0.003703703703703704
43,nominal_no_repair,3,0,120,117,120,2,0.003703703703703704
43,nominal_no_repair,4,0,120,117,120,2,0.003703703703703704
44,nominal_no_repair,0,0,120,116,120,3,0.005555555555555556
44,nominal_no_repair,1,0,120,116,120,3,0.005555555555555556
44,nominal_no_repair,2,0,120,116,120,3,0.005555555555555556
44,nominal_no_repair,3,0,120,116,120,3,0.005555555555555556
44,nominal_no_repair,4,0,120,116,120,3,0.005555555555555556
45,nominal_no_repair,0,0,120,113,120,1,0.001851851851851852
45,nominal_no_repair,1,0,120,113,120,1,0.001851851851851852
45,nominal_no_repair,2,0,120,113,120,1,0.001851851851851852
45,nominal_no_repair,3,0,120,113,120,1,0.001851851851851852
45,nominal_no_repair,4,0,120,113,120,1,0.001851851851851852
46,nominal_no_repair,0,0,120,116,120,2,0.003703703703703704
46,nominal_no_repair,1,0,120,116,120,2,0.003703703703703704
46,nominal_no_repair,2,0,120,116,120,2,0.003703703703703704
46,nominal_no_repair,3,0,120,116,120,2,0.003703703703703704
46,nominal_no_repair,4,0,120,116,120,2,0.003703703703703704
47,nominal_no_repair,0,0,120,116,120,3,0.005555555555555556
47,nominal_no_repair,1,0,120,116,120,3,0.005555555555555556
47,nominal_no_repair,2,0,120,116,120,3,0.005555555555555556
47,nominal_no_repair,3,0,120,116,120,3,0.005555555555555556
47,nominal_no_repair,4,0,120,116,120,3,0.005555555555555556
48,nominal_no_repair,0,0,120,109,120,1,0.001851851851851852
48,nominal_no_repair,1,0,120,109,120,1,0.001851851851851852
48,nominal_no_repair,2,0,120,109,120,1,0.001851851851851852
48,nominal_no_repair,3,0,120,109,120,1,0.001851851851851852
48,nominal_no_repair,4,0,120,109,120,1,0.001851851851851852
49,nominal_no_repair,0,0,120,116,120,2,0.003703703703703704
49,nominal_no_repair,1,0,120,116,120,2,0.003703703703703704
49,nominal_no_repair,2,0,120,116,120,2,0.003703703703703704
49,nominal_no_repair,3,0,120,116,120,2,0.003703703703703704
49,nominal_no_repair,4,0,120,116,120,2,0.003703703703703704
50,nominal_no_repair,0,0,120,115,120,3,0.005555555555555556
50,nominal_no_repair,1,0,120,115,120,3,0.005555555555555556
50,nominal_no_repair,2,0,120,115,120,3,0.005555555555555556
50,nominal_no_repair,3,0,120,115,120,3,0.005555555555555556
50,nominal_no_repair,4,0,120,115,120,3,0.005555555555555556
51,nominal_no_repair,0,0,120,114,120,1,0.001851851851851852
51,nominal_no_repair,1,0,120,114,120,1,0.001851851851851852
51,nominal_no_repair,2,0,120,114,120,1,0.001851851851851852
51,nominal_no_repair,3,0,120,114,120,1,0.001851851851851852
51,nominal_no_repair,4,0,120,114,120,1,0.001851851851851852
52,nominal_no_repair,0,0,120,117,120,2,0.003703703703703704
52,nominal_no_repair,1,0,120,117,120,2,0.003703703703703704
52,nominal_no_repair,2,0,120,117,120,2,0.003703703703703704
52,nominal_no_repair,3,0,120,117,120,2,0.003703703703703704
52,nominal_no_repair,4,0,120,117,120,2,0.003703703703703704
53,nominal_no_repair,0,0,120,114,120,3,0.005555555555555556
53,nominal_no_repair,1,0,120,114,120,3,0.005555555555555556
53,nominal_no_repair,2,0,120,114,120,3,0.005555555555555556
53,nominal_no_repair,3,0,120,114,120,3,0.005555555555555556
53,nominal_no_repair,4,0,120,114,120,3,0.005555555555555556
54,nominal_no_repair,0,0,120,115,120,1,0.001851851851851852
54,nominal_no_repair,1,0,120,115,120,1,0.001851851851851852
54,nominal_no_repair,2,0,120,115,120,1,0.001851851851851852
54,nominal_no_repair,3,0,120,115,120,1,0.001851851851851852
54,nominal_no_repair,4,0,120,115,120,1,0.001851851851851852
55,nominal_no_repair,0,0,120,116,120,2,0.003703703703703704
55,nominal_no_repair,1,0,120,116,120,2,0.003703703703703704
55,nominal_no_repair,2,0,120,116,120,2,0.003703703703703704
55,nominal_no_repair,3,0,120,116,120,2,0.003703703703703704
55,nominal_no_repair,4,0,120,116,120,2,0.003703703703703704
56,nominal_no_repair,0,0,120,117,120,3,0.005555555555555556
56,nominal_no_repair,1,0,120,117,120,3,0.005555555555555556
56,nominal_no_repair,2,0,120,117,120,3,0.005555555555555556
56,nominal_no_repair,3,0,120,117,120,3,0.005555555555555556
56,nominal_no_repair,4,0,120,117,120,3,0.005555555555555556
57,nominal_no_repair,0,0,120,117,120,1,0.001851851851851852
57,nominal_no_repair,1,0,120,117,120,1,0.001851851851851852
57,nominal_no_repair,2,0,120,117,120,1,0.001851851851851852
57,nominal_no_repair,3,0,120,117,120,1,0.001851851851851852
57,nominal_no_repair,4,0,120,117,120,1,0.001851851851851852
58,nominal_no_repair,0,0,120,114,120,2,0.003703703703703704
58,nominal_no_repair,1,0,120,114,120,2,0.003703703703703704
58,nominal_no_repair,2,0,120,114,120,2,0.003703703703703704
58,nominal_no_repair,3,0,120,114,120,2,0.003703703703703704
58,nominal_no_repair,4,0,120,114,120,2,0.003703703703703704
59,nominal_no_repair,0,0,120,116,120,3,0.005555555555555556
59,nominal_no_repair,1,0,120,116,120,3,0.005555555555555556
59,nominal_no_repair,2,0,120,116,120,3,0.005555555555555556
59,nominal_no_repair,3,0,120,116,120,3,0.005555555555555556
59,nominal_no_repair,4,0,120,116,120,3,0.005555555555555556
60,nominal_no_repair,0,0,120,113,120,1,0.001851851851851852
60,nominal_no_repair,1,0,120,113,120,1,0.001851851851851852
60,nominal_no_repair,2,0,120,113,120,1,0.001851851851851852
60,nominal_no_repair,3,0,120,113,120,1,0.001851851851851852
60,nominal_no_repair,4,0,120,113,120,1,0.001851851851851852
61,nominal_no_repair,0,0,120,115,120,2,0.003703703703703704
61,nominal_no_repair,1,0,120,115,120,2,0.003703703703703704
61,nominal_no_repair,2,0,120,115,120,2,0.003703703703703704
61,nominal_no_repair,3,0,120,115,120,2,0.003703703703703704
61,nominal_no_repair,4,0,120,115,120,2,0.003703703703703704
62,nominal_no_repair,0,0,120,116,120,3,0.005555555555555556
62,nominal_no_repair,1,0,120,116,120,3,0.005555555555555556
62,nominal_no_repair,2,0,120,116,120,3,0.005555555555555556
62,nominal_no_repair,3,0,120,116,120,3,0.005555555555555556
62,nominal_no_repair,4,0,120,116,120,3,0.005555555555555556
63,nominal_no_repair,0,0,120,110,120,1,0.001851851851851852
63,nominal_no_repair,1,0,120,110,120,1,0.001851851851851852
63,nominal_no_repair,2,0,120,110,120,1,0.001851851851851852
63,nominal_no_repair,3,0,120,110,120,1,0.001851851851851852
63,nominal_no_repair,4,0,120,110,120,1,0.001851851851851852
64,nominal_no_repair,0,0,120,116,120,2,0.003703703703703704
64,nominal_no_repair,1,0,120,116,120,2,0.003703703703703704
64,nominal_no_repair,2,0,120,116,120,2,0.003703703703703704
64,nominal_no_repair,3,0,120,116,120,2,0.003703703703703704
64,nominal_no_repair,4,0,120,116,120,2,0.003703703703703704
65,nominal_no_repair,0,0,120,115,120,3,0.005555555555555556
65,nominal_no_repair,1,0,120,115,120,3,0.005555555555555556
65,nominal_no_repair,2,0,120,115,120,3,0.005555555555555556
65,nominal_no_repair,3,0,120,115,120,3,0.005555555555555556
65,nominal_no_repair,4,0,120,115,120,3,0.005555555555555556
66,nominal_no_repair,0,0,120,116,120,1,0.001851851851851852
66,nominal_no_repair,1,0,120,116,120,1,0.001851851851851852
66,nominal_no_repair,2,0,120,116,120,1,0.001851851851851852
66,nominal_no_repair,3,0,120,116,120,1,0.001851851851851852
66,nominal_no_repair,4,0,120,116,120,1,0.001851851851851852
67,nominal_no_repair,0,0,120,116,120,2,0.003703703703703704
67,nominal_no_repair,1,0,120,116,120,2,0.003703703703703704
67,nominal_no_repair,2,0,120,116,120,2,0.003703703703703704
67,nominal_no_repair,3,0,120,116,120,2,0.003703703703703704
67,nominal_no_repair,4,0,120,116,120,2,0.003703703703703704
68,nominal_no_repair,0,0,120,116,120,3,0.005555555555555556
68,nominal_no_repair,1,0,120,116,120,3,0.005555555555555556
68,nominal_no_repair,2,0,120,116,120,3,0.005555555555555556
68,nominal_no_repair,3,0,120,116,120,3,0.005555555555555556
68,nominal_no_repair,4,0,120,116,120,3,0.005555555555555556
69,nominal_no_repair,0,0,120,117,120,1,0.001851851851851852
69,nominal_no_repair,1,0,120,117,120,1,0.001851851851851852
69,nominal_no_repair,2,0,120,117,120,1,0.001851851851851852
69,nominal_no_repair,3,0,120,117,120,1,0.001851851851851852
69,nominal_no_repair,4,0,120,117,120,1,0.001851851851851852
70,nominal_no_repair,0,0,120,116,120,2,0.003703703703703704
70,nominal_no_repair,1,0,120,116,120,2,0.003703703703703704
70,nominal_no_repair,2,0,120,116,120,2,0.003703703703703704
70,nominal_no_repair,3,0,120,116,120,2,0.003703703703703704
70,nominal_no_repair,4,0,120,116,120,2,0.003703703703703704
71,nominal_no_repair,0,0,120,117,120,3,0.005555555555555556
71,nominal_no_repair,1,0,120,117,120,3,0.005555555555555556
71,nominal_no_repair,2,0,120,117,120,3,0.005555555555555556
71,nominal_no_repair,3,0,120,117,120,3,0.005555555555555556
71,nominal_no_repair,4,0,120,117,120,3,0.005555555555555556
72,nominal_no_repair,0,0,120,116,120,1,0.001851851851851852
72,nominal_no_repair,1,0,120,116,120,1,0.001851851851851852
72,nominal_no_repair,2,0,120,116,120,1,0.001851851851851852
72,nominal_no_repair,3,0,120,116,120,1,0.001851851851851852
72,nominal_no_repair,4,0,120,116,120,1,0.001851851851851852
73,nominal_no_repair,0,0,120,116,120,2,0.003703703703703704
73,nominal_no_repair,1,0,120,116,120,2,0.003703703703703704
73,nominal_no_repair,2,0,120,116,120,2,0.003703703703703704
73,nominal_no_repair,3,0,120,116,120,2,0.003703703703703704
73,nominal_no_repair,4,0,120,116,120,2,0.003703703703703704
74,nominal_no_repair,0,0,120,116,120,3,0.005555555555555556
74,nominal_no_repair,1,0,120,116,120,3,0.005555555555555556
74,nominal_no_repair,2,0,120,116,120,3,0.005555555555555556
74,nominal_no_repair,3,0,120,116,120,3,0.005555555555555556
74,nominal_no_repair,4,0,120,116,120,3,0.005555555555555556
75,nominal_no_repair,0,0,120,110,120,1,0.001851851851851852
75,nominal_no_repair,1,0,120,110,120,1,0.001851851851851852
75,nominal_no_repair,2,0,120,110,120,1,0.001851851851851852
75,nominal_no_repair,3,0,120,110,120,1,0.001851851851851852
75,nominal_no_repair,4,0,120,110,120,1,0.001851851851851852
76,nominal_no_repair,0,0,120,112,120,2,0.003703703703703704
76,nominal_no_repair,1,0,120,112,120,2,0.003703703703703704
76,nominal_no_repair,2,0,120,112,120,2,0.003703703703703704
76,nominal_no_repair,3,0,120,112,120,2,0.003703703703703704
76,nominal_no_repair,4,0,120,112,120,2,0.003703703703703704
77,nominal_no_repair,0,0,120,116,120,3,0.005555555555555556
77,nominal_no_repair,1,0,120,116,120,3,0.005555555555555556
77,nominal_no_repair,2,0,120,116,120,3,0.005555555555555556
77,nominal_no_repair,3,0,120,116,120,3,0.005555555555555556
77,nominal_no_repair,4,0,120,116,120,3,0.005555555555555556
78,nominal_no_repair,0,0,120,114,120,1,0.001851851851851852
78,nominal_no_repair,1,0,120,114,120,1,0.001851851851851852
78,nominal_no_repair,2,0,120,114,120,1,0.001851851851851852
78,nominal_no_repair,3,0,120,114,120,1,0.001851851851851852
78,nominal_no_repair,4,0,120,114,120,1,0.001851851851851852
79,nominal_no_repair,0,0,120,115,120,2,0.003703703703703704
79,nominal_no_repair,1,0,120,115,120,2,0.003703703703703704
79,nominal_no_repair,2,0,120,115,120,2,0.003703703703703704
79,nominal_no_repair,3,0,120,115,120,2,0.003703703703703704
79,nominal_no_repair,4,0,120,115,120,2,0.003703703703703704
0,prediction_gated_repair,0,1,24,8,24,1,0.001851851851851852
0,prediction_gated_repair,1,1,16,0,16,1,0.001851851851851852
0,prediction_gated_repair,2,1,16,0,16,1,0.001851851851851852
0,prediction_gated_repair,3,1,16,0,16,1,0.001851851851851852
0,prediction_gated_repair,4,1,16,0,16,1,0.001851851851851852
1,prediction_gated_repair,0,1,24,8,24,2,0.003703703703703704
1,prediction_gated_repair,1,1,16,0,16,2,0.003703703703703704
1,prediction_gated_repair,2,1,16,0,16,2,0.003703703703703704
1,prediction_gated_repair,3,1,16,0,16,2,0.003703703703703704
1,prediction_gated_repair,4,1,16,0,16,2,0.003703703703703704
2,prediction_gated_repair,0,1,24,8,24,3,0.005555555555555556
2,prediction_gated_repair,1,1,16,0,16,3,0.005555555555555556
2,prediction_gated_repair,2,1,16,0,16,3,0.005555555555555556
2,prediction_gated_repair,3,1,16,0,16,3,0.005555555555555556
2,prediction_gated_repair,4,1,16,0,16,3,0.005555555555555556
3,prediction_gated_repair,0,1,24,8,24,1,0.001851851851851852
3,prediction_gated_repair,1,1,16,0,16,1,0.001851851851851852
3,prediction_gated_repair,2,1,16,0,16,1,0.001851851851851852
3,prediction_gated_repair,3,1,16,0,16,1,0.001851851851851852
3,prediction_gated_repair,4,1,16,0,16,1,0.001851851851851852
4,prediction_gated_repair,0,1,24,8,24,2,0.003703703703703704
4,prediction_gated_repair,1,1,16,0,16,2,0.003703703703703704
4,prediction_gated_repair,2,1,16,0,16,2,0.003703703703703704
4,prediction_gated_repair,3,1,16,0,16,2,0.003703703703703704
4,prediction_gated_repair,4,1,16,0,16,2,0.003703703703703704
5,prediction_gated_repair,0,1,24,8,24,3,0.005555555555555556
5,prediction_gated_repair,1,1,16,0,16,3,0.005555555555555556
5,prediction_gated_repair,2,1,16,0,16,3,0.005555555555555556
5,prediction_gated_repair,3,1,16,0,16,3,0.005555555555555556
5,prediction_gated_repair,4,1,16,0,16,3,0.005555555555555556
6,prediction_gated_repair,0,1,24,8,24,1,0.001851851851851852
6,prediction_gated_repair,1,1,16,0,16,1,0.001851851851851852
6,prediction_gated_repair,2,1,16,0,16,1,0.001851851851851852
6,prediction_gated_repair,3,1,16,0,16,1,0.001851851851851852
